fecha,AGREGADO,Agencias de Viajes,Agregadores,Aseguradoras,Beneficencia,Colegios y Universidades,Comida Rápida,Educación Básica,Entretenimiento,Estacionamientos,Farmacias,Gasolineras,Gobierno,Grandes superficies,Guarderías,Hospitales,Hoteles,Misceláneos,Médicos y dentistas,No definido,Otros,Peaje,Refacciones y ferretería,Renta de Autos,Restaurantes,Salones de belleza,Supermercados,Telecomunicaciones,Transporte Aéreo,Transporte Terrestre de Pasajeros,Ventas al detalle (Retail)
2015-12-04,12.840082657635046,44.49438088737796,60.49402370343442,19.455032255921576,15.331878047119691,1.4693003255146082,16.907635178594873,6.308459556627659,16.725770255029527,22.380550560628656,7.557119694853386,11.782935501427033,21.22356407705151,8.358188015392063,8.354469344748082,16.488511797175786,11.400395523062254,17.345822997090544,27.36755080644931,-156.39990050991045,29.115679187472686,23.424720653398612,21.856543349648305,14.741426237716086,13.75480216724386,17.633326145313802,4.255203381638709,4.767263499278615,11.501227243615139,15.647540463801802,12.80168068462952
2015-12-05,12.515482161095218,44.337380920480406,59.29595530912412,23.78913563015824,17.723714261916687,0.6161398520645276,17.64359274915755,6.979398827350726,15.128671553924592,13.749218207049903,8.061685429751481,11.643357072040523,24.72300035016787,6.981094005952032,13.78256763919482,15.249918178861513,8.864375679712658,18.753170399039327,27.56046833411712,-200.11352320632855,30.522777359520205,15.449581859941311,22.483031535590424,12.319742262171635,13.794170289951207,17.6614832431559,4.88191791418259,7.585997873863443,11.22565226254946,14.163390082374288,12.853479951198327
2015-12-06,14.560355972284311,43.720506000359,58.79865364024044,25.677942068758608,22.55882482946118,5.556365336893647,20.299918405235378,9.112385938190162,16.97109496364142,11.018862146119844,9.497600657416688,13.796321545066338,26.35785196184371,8.440837542262214,15.538931839312243,15.092689278759263,10.97669867713858,22.27563456736639,28.73245125031767,-167.25534982044874,33.53538721041341,20.756494851379617,24.85007198928815,15.47524840220128,14.855016704238826,19.828850313731316,8.351077099746878,12.54457776289807,16.42615703618753,18.020295979978176,15.060082601455399
2015-12-07,16.29219010098778,42.37448724780937,59.28806756193148,21.48363911735954,18.084394181673016,6.42070218901957,21.127194995724466,11.91690546711995,22.921213957591117,14.452724012426977,9.875183236003997,14.241956382686038,23.64472392436198,12.076528409794916,16.985133812750057,14.241764266729252,12.57002199927382,22.314149045874967,29.400392308800832,-136.06317849887623,38.53324521329639,18.463420570755,24.771354568104684,17.70349693690941,15.064343989560466,20.675478427344256,8.763068253255655,11.534877736846585,16.734930748853653,18.779904803663204,15.440031907088756
2015-12-08,15.928305555225622,40.30359681661996,59.92453727820958,12.918217107619522,10.079827161191885,13.997125292129573,19.41693149151689,15.91383709694484,34.9999964608291,17.476730620006077,10.937232563595568,12.045015448453224,15.085743337839663,13.934858476770309,23.019551276487267,13.097867570547958,14.892087095515949,20.370619283741483,28.39892652657026,-270.26582344924776,29.784102624245346,15.87234037912792,22.640651446595054,17.976524909497478,13.973502811976084,17.36693337219098,8.468990972640496,8.83879295868538,17.4465496842946,17.745845195460593,13.552364472551599
2015-12-09,14.269563643315175,37.80135806942572,57.45391909661185,13.787803832039675,5.591876566231207,13.481308219433197,19.685518401697603,7.942466376967801,26.40926784217605,17.364712786018497,10.514662848015927,11.514601633553205,13.50227793528968,10.561286184053584,17.98981152389461,13.27680790761642,14.69311255149648,19.23868869920922,27.04955378509519,-20.855374204641887,28.82433719799693,35.226159396482934,22.374614083218084,16.09921992485516,13.374456315080376,16.20794962386215,6.525075502878732,10.090200704443639,18.761542059223206,17.264454037627054,13.608912521274439
2015-12-10,12.960621758569019,38.864936225159106,57.16533657372531,10.908537313350813,5.75254848560655,12.58625244958059,19.85612009958727,7.017937635433209,14.453048771940546,22.60777251892075,11.1178760242083,13.512219240398526,13.830963144994882,6.3349177984312135,17.887808520021643,14.926246758843547,15.702289579813794,21.639961770502065,28.698404097966296,-41.00279349275269,28.324337369730713,17.582513441211916,24.180018015843572,17.16551187508059,14.247295521275111,17.97065390978648,12.192555223016708,10.120319768781275,19.8554312653397,17.309897284648155,15.509131044134449
2015-12-11,14.091542849601746,38.3388933509908,57.25014540463466,6.365490728298869,4.332597412983674,17.354042447103986,19.33523711747942,22.840929588538334,5.053735293348564,25.242527959478135,11.520905854841013,13.904287209791773,14.023599562395706,9.675317605913575,27.822951668253125,13.674442700430815,17.545987620891164,21.703105058939943,28.540412984310198,-132.65574544438502,28.057996571234284,27.060054833497727,24.646443251975384,16.651328172431672,13.890409134555368,17.804001824105328,20.560465104711508,2.46274743553943,20.65900501928412,18.480234143680494,15.737839513672386
2015-12-12,14.90019184159542,37.50603214799916,58.217776283028186,16.21543317188557,16.909117302975122,23.960941718229556,18.569911204063676,26.513807311145793,18.44738968297464,28.254414099410358,10.63747402860888,15.396710719582577,16.486304490562063,9.770222379413086,23.537736860348783,14.965568839105048,20.68425646544587,22.338275791304486,28.029983430011196,-137.79620214513528,27.334204829761745,32.1386389950041,26.014512419519587,16.65929064793525,13.065961904814372,16.332950412351366,22.893393684192205,1.3139548449920782,20.255582400158517,18.735937743842847,15.400987305782394
2015-12-13,14.57654950066767,37.135893843216834,60.00680225940943,16.28710088716705,18.628440230785007,20.937823803768364,19.28196664682023,26.051449148644473,20.044678755933248,37.325184377913374,12.670557340397448,14.170628912127265,16.467174860143484,9.832827652702507,21.80484705400339,16.469528799109163,18.658884265195923,21.888958037116005,27.052190734176147,-140.7034950292883,27.798198653051564,31.55782176491147,24.561919398429126,15.883016666929178,13.375556698671003,14.16945202521888,19.844291925203606,-1.5486447286477132,18.371301378694042,19.424879149726205,15.278307457395304
2015-12-14,14.309019131961524,37.45474722275487,58.84056854070274,22.530171405536308,15.962864720893194,19.40593216558682,17.715412315481018,23.96774738180076,14.7721834209719,30.344616599879494,10.082455385440731,13.392484253059648,16.26937362759265,11.090355602567946,18.411838631465326,15.09614954704249,15.846728507059673,19.601144586449198,26.07171715031281,-143.63872598396046,25.627689136511613,32.84617792896697,24.451450260051235,13.855610308901275,13.779243033775519,13.086379407624053,18.0436894182613,0.05021141982217917,18.108055937366156,17.613139473235844,13.881177718471982
2015-12-15,12.455041871826714,37.90369635450863,58.86817430402568,14.774445731646987,14.428334416512033,13.921712503388603,19.215791399194863,25.172543846998774,13.355120105555358,30.496668308834902,9.51563047326353,13.635169061234887,14.750101092403819,6.406801422950981,18.13507532121081,14.00378373893823,12.261870448999659,19.394765668253356,26.48869803743437,-119.24763101145066,26.21349273830803,34.209667939688195,25.016544839052123,13.065464923085358,14.717582914673935,15.67352296377382,19.206462656265114,5.402689339908394,18.989526016299692,18.55556436038399,14.710520079691058
2015-12-16,13.155471818903356,37.97266522719855,58.870762127797896,10.793096838583487,20.62121914027952,12.80443421487058,17.222675973263595,36.35088293727682,14.982104580297465,35.644609686085985,9.6484235654526,13.975023601908552,12.086382049636878,9.228917337959306,24.617542938842426,13.198409648223269,11.116304134599906,18.71630943077869,26.534524951609328,-583.5536751511067,23.57973364949646,17.348882323073227,24.539268829162506,11.994889634695134,15.345540207894995,16.608548305411563,20.237573031228212,0.7632565941529721,17.513298451096116,16.26054198264501,14.357656072037289
2015-12-17,13.487347625495778,39.68182482742649,59.872252724442845,11.066113015693926,22.067377463369432,12.455336198222893,19.031876689186035,44.44059077625721,19.72264235400545,31.56168344823329,8.800740470269789,11.804397630573652,10.035281343120344,11.132991503222431,26.59176844038214,10.841214697372315,12.142114916275538,15.622913872867475,24.167992716248627,-589.8800862244562,22.822913842387905,33.312656754829476,23.117551622795087,9.578033831241807,14.562215998882868,15.74753703578165,12.2331162809046,0.24274702164697806,13.505619060518706,13.20504568062028,13.49875685618013
2015-12-18,14.160538877241125,38.77390227275826,60.882256020896065,16.858447595826615,26.5623735817613,9.074830285314073,20.13991198125738,27.60284430160861,32.19269854016674,38.14603144421588,9.874592122531805,12.006018886889452,9.331331332541765,12.075222619252653,25.16902091256127,11.58918824311818,11.256495913898254,15.32869641692923,24.47749963578502,-497.62219318238243,22.684973606408082,34.06510281373911,23.10238622374506,10.334889440034429,14.853976829925628,16.020016764919596,3.154943039523741,4.664695726800818,14.786431415346248,15.841489847593754,13.171862988238924
2015-12-19,15.01980347730588,37.494134219249645,61.119071694331815,10.897273101748976,16.88841302327398,9.33942746181564,22.46460622514843,28.24680881923059,23.250190349329436,42.799859140095414,11.141703296381648,11.735227667842885,5.473879018971321,13.815359595399126,29.95936432781154,10.275513558428177,10.220260989660279,14.475960200031887,24.937434552227895,-189.79302454956496,27.212987853049984,34.12204696562999,22.75553846191616,13.241435458462242,15.877652574165612,17.91981911725655,-4.45564893757758,5.98393896424265,16.98122504247167,18.50431583642399,14.313404812796076
2015-12-20,15.350150709571125,36.72991393767875,59.5096583313254,11.01319001297482,15.68045839235487,10.528475098782138,23.705658751469365,29.485852565781094,20.14871820794474,37.29395947643139,9.056528887947026,12.690045843500425,5.04440650817955,14.148023764594923,31.926104242834185,9.118589674321797,9.34082666991216,14.538344565996336,26.28187256362259,-206.06952001507378,27.37274264600686,33.6077817006902,25.405046398505753,14.50856624910001,16.72374969326171,21.28319502244369,-1.78765683605804,5.774638140965237,15.59333790201604,18.838303299029,15.049221644883817
2015-12-21,15.35635753656235,35.995970197157526,59.638214029444256,4.830734421670939,20.815474044198893,11.14242836803369,25.27354074394682,32.186059750334,26.22317269610735,48.106438486267365,11.230263078733081,13.341417840370045,4.502251164586073,13.467587390197089,39.52527742826135,10.43241341760365,11.741233432913692,14.943196067622122,27.078220612789355,-160.576116735528,28.47818223128518,33.32061455422235,25.05559492476792,13.315901855976438,16.707982164363163,21.889162907099198,-2.0098101355782547,7.56405679155422,13.179420208457241,17.217581781144347,15.376868004883043
2015-12-22,14.692122161301638,35.48229222391534,59.18544333504221,2.5787970793074617,23.532632485000754,14.514296811409015,23.3861909706941,38.41374119896525,26.22365047465644,43.64514360571824,11.092413622598249,12.414306120841752,4.897322100045712,13.508928012709582,39.99736156342914,11.865092270989205,14.655010974508384,12.924123406409343,27.043162775935663,-150.02340808850704,27.842071651772045,29.509938831921307,24.555481501756606,11.358519050742718,15.948945662716445,19.075899974439487,-8.485841625508318,5.161844763734057,10.801426196005732,17.01926562912998,13.355886312387524
2015-12-23,14.012542298716,37.53893172382355,60.310418169312385,3.001599481313703,22.12398290159885,17.389122662982857,26.283557472108242,38.85891550314217,27.70545811063276,42.42039293973542,12.110794285156533,12.918759218550502,10.247065947539205,9.797270791984158,46.22592443015443,14.40138442738844,16.116892340064577,13.4087384398564,32.06330387479062,-117.85712533655392,31.90623449306639,34.04440633964485,27.83447802435422,15.426964848130552,17.247305049474242,21.645864543365224,-9.031251040429643,8.128260587341801,16.503824128494816,24.528741240357984,14.139639752348993
2015-12-24,17.044755358066162,39.6806768262326,59.79747972544843,13.615154309949878,26.91525708920376,26.035093446691643,26.790684862262363,43.16257186665665,31.90321344180058,53.37789092505243,15.844491013908163,16.245635298292907,22.683279669416745,10.298747395495361,51.296843626348675,18.592218828753172,18.833798832009002,21.539652492555497,41.211247451289545,-62.95516793319453,38.35248838179944,41.151581762492214,35.57061598361145,23.20533814815994,22.63330111938724,28.51447110794326,-0.22863094872201842,12.097739373119984,23.328297036320226,31.15696813539325,19.248177113664404
2015-12-25,23.462120186346528,41.82613262723292,63.00273572519758,24.079658211984516,38.507100565869685,35.40807917436888,27.087145077052288,52.41907038342614,30.375391438054283,41.26920555021037,18.569116001329096,18.646383608538326,26.325867863026346,19.003736777225377,36.14106422904232,20.238377188740937,20.951199009979284,27.297825701592288,42.34954047585415,-47.45789292922843,41.703844956014805,35.84180332501939,41.23424740744067,25.96753903178074,25.138728553393307,33.51088307936247,3.6852193107475744,24.385682559827774,25.244393726057535,32.07450219991548,25.598739667621935
2015-12-26,18.152314140806368,35.555209366392425,65.74260196010803,2.4988322289083387,24.096701229374453,39.03718665845828,23.79650719854317,59.526168667012634,23.383463343901386,31.86462282438103,12.739316095044106,14.451384977779252,11.603152508294015,16.484000559270935,18.83058009592119,15.468725099302599,14.524619100896343,23.142581871726247,34.80405863144049,-116.12156701897976,27.65065040875933,34.046182786388336,25.72115751384092,15.983004433745984,19.96832982896023,28.33958952240399,-3.6541891640249493,10.597536753864011,20.664312306951004,27.754590737552366,19.452648278924734
2015-12-27,18.123219550205935,34.73174072699557,61.076371742458655,0.4940397032250083,26.317663619075887,35.30219748111701,21.436105216411168,59.93439763716886,24.34455811766311,19.26558071886773,12.620708146897256,12.60337519639578,8.183981496948952,17.69206822138056,7.050826903616445,13.972791322333233,17.928573332474464,22.89899655654681,33.45618009744679,33.171221176685826,26.347283726845777,34.53564889224285,22.232238933657662,15.46030471718558,17.11188351017868,27.330786393427765,-7.788641821948862,13.479855919441938,16.535221595249556,25.274578774877355,18.596379512399114
2015-12-28,17.349942603719377,34.09142546411264,60.190418309427606,6.172205654390421,25.13707987002875,41.19363258032705,21.936138663746704,59.605400957944475,18.929675292783774,21.502097356572534,12.920310448357384,11.871767393913265,7.973967668315722,15.852177187522013,0.23476098245259466,12.749276332866428,17.01508789492861,22.910899399067844,33.21348457169551,-71.41163362355093,25.385465948046456,34.55638323263016,22.243850467651946,19.350599835698812,16.4756418506314,26.66204481004486,-9.250165683480024,11.99598848048075,20.015143868254466,29.43692012223161,19.087430711482348
2015-12-29,18.879082617577563,34.58536022303185,60.01754574472966,13.017721030922678,22.409736900092067,32.92328791390769,22.490144309780405,29.50274843959707,17.56292631180357,28.267051319507523,13.386007199502034,12.094526137754158,8.511023289590456,18.645694052856836,16.61577631121244,11.994713453195176,14.999919202611537,22.34964554317072,35.026301719742385,-294.26243461315795,25.819227852266575,36.62503379286969,22.548364269012154,22.986987543604425,16.400328971118892,28.086649958529737,-0.889290957009376,9.787375657002537,21.614321452225024,31.133282438051374,20.271204727789367
2015-12-30,20.208901412566977,39.692551802730456,59.841157746557315,19.332790094906578,15.65184698613867,22.072804422120946,24.883847613665623,24.602443627297507,16.66494345097254,27.74897928216292,14.365824460168527,15.770703696781757,9.807710712465939,19.749297958249958,-11.401438532337425,13.18106424314063,17.040022399608844,28.253358680519785,35.9759049424141,-481.166082256113,24.717884244181455,25.405143990418456,23.85608777804329,24.172773018422436,18.924329176552597,30.799627134485164,3.7429753450479524,9.681260712347003,21.845519555962145,30.006646790979524,21.867695061553587
2015-12-31,19.28802416517915,39.938706759862505,58.48011710607205,19.51369075624129,23.71889118774923,21.400656021232837,23.39767091782589,30.46425691756125,16.80937996546422,24.521426571877296,13.574310857710117,11.978070830884105,7.553737975226133,20.349745489036028,-6.120095539083384,12.508721368755074,18.685718974526253,27.672855971716558,31.008697103181227,-365.5373642418977,21.509520256532827,19.449421715123652,23.744848120736776,22.38191134323961,14.638484208615122,27.114627435843175,2.401864255150947,14.285163192901637,20.578372158916366,29.871011133697596,18.43151952349799
2016-01-01,16.839614938054577,40.768284023285,56.42642169130811,13.070679954423477,17.852918700002455,23.097916620560937,23.036742499537727,24.55571893614598,11.241059901614985,34.6067137055267,13.682679568738171,13.528877507241061,8.758721564892817,14.92356475698378,40.02097044694347,14.865095850859428,19.183720661064395,29.731981226925015,31.17312035528792,-365.5373642418977,27.770778619454706,24.707859066157887,25.009780590823894,23.60842809295912,14.638467507617884,27.821689943759115,0.9354635857645686,5.551503186427469,20.541565381422185,30.248284550925803,17.99672770618784
2016-01-02,15.740998471572246,41.857774162852316,59.35919938024289,21.608434188240857,14.510116840194726,8.067838112751234,23.74408436321758,-24.885224019830943,3.667359717265448,33.1571390808352,12.952234021192737,14.265067129382588,1.8900245323696483,12.493247954684389,14.183832599274075,15.68919238695862,20.283175629280265,27.930240940860585,32.75602770334035,-365.5373642418977,26.372212029918163,22.79645859324869,28.094983993711136,25.860962965082734,18.76537899911038,29.61049032338019,-1.958151699519528,3.0243955587441,18.719683698465293,30.61093650149229,17.77644986733803
2016-01-03,15.21447031897179,42.717730190270444,59.521766772163865,22.310006696332263,12.890269625110049,6.184725474702411,24.403786725475417,-29.486121833202223,5.991737034856742,35.63047834166827,12.074419590987162,14.741660670946915,2.131266277596476,10.822027142519811,25.04916378248623,16.77034284600576,22.35594829847487,28.218685037751577,30.94605222502085,-396.7723705136009,25.367014605097282,25.746284446839912,27.195855582942986,26.061943240026903,20.35000756776914,27.102078906357143,-4.699921994121422,2.1981173940806333,19.31495354688607,31.28552085966014,18.03032079010937
2016-01-04,15.370306697944999,44.68825685281512,59.84652244153792,20.167805561566322,13.758372256107181,2.9193717541769915,24.745742516353268,-28.128966633710196,10.47905556051318,22.62797009514241,12.060210968987024,15.126514727783269,3.559433836724418,10.907902150206862,4.184743959996683,17.16981916843307,23.782426379539594,29.617891200628634,29.141466284517875,-393.22637008509236,25.587057801425207,27.558066194159135,27.3530374893731,26.01774885281599,21.5464355493739,27.497656062610382,-6.308269441665228,3.051716987778487,19.794681641983672,31.6544275463781,17.69913540527854
2016-01-05,15.700699420540426,48.23189301217731,60.73471240539566,20.475851972771785,17.71062954886421,-0.2135428686307866,25.652839645879443,-10.225440789257945,13.683909709350846,19.65276072162633,12.029156729385381,15.817206913058863,5.872254791911429,10.39298331352178,-8.585970178968786,16.274803858800247,24.540892437927642,35.023556413730375,25.820658198270742,-226.10444495028682,27.01725868864704,25.34380839647083,27.80710657122063,28.561674530090897,22.488827934732264,29.512298792528945,-2.8612831946468877,8.584916101706774,23.72191190751243,31.8862050498644,18.439725955983867
2016-01-06,17.394453421426945,42.48758286414879,59.28323487469934,22.14046409181733,20.843014831695367,4.135517287785512,22.792324864506426,-12.317368597478335,16.65528316017679,17.582116524603048,9.968965512418393,10.859134865328766,6.800708620484931,15.870946719174606,-13.762247865595326,12.265616680286552,25.889672978454385,31.014417745290935,18.08643583007057,-399.28081430026776,25.105853468838742,37.92589104086617,23.083101603494384,26.686623110664037,18.964559608477806,22.223539643876578,-4.624037317413441,11.209362074514093,19.503290407579385,27.979548181066665,19.35084146341354
2016-01-07,14.939065992850114,35.43712338370551,59.95807845645862,5.362044283351762,3.951623271916569,0.7958508296578709,23.599266882463827,-20.481897651728687,16.84681747379124,17.026932260629714,6.103212135989347,10.259053011570122,2.8979733187686416,16.30225494268896,-25.778188269398537,8.38741398176225,22.150650773407932,21.876173548128364,10.906822061328892,-inf,19.778631711963563,35.68902454937381,13.20874425445153,22.96817408305828,17.726905156840154,12.709930917653093,-9.75688631087528,4.801254901651105,16.610455570942033,23.499594512212596,15.970520054435964
2016-01-08,10.112656460467791,36.00546777834143,57.41454752051146,-3.714012494361147,-0.36316967858340454,3.8162988943131646,24.275271499876137,-1.5933833576898513,21.898770279020745,18.863195496189878,4.582548883140977,6.016350507464773,5.45607783996395,9.559029815107255,-10.2771420294068,5.942249414598192,22.034125791055192,12.60891977583719,14.948350650938613,-inf,13.756928739595903,30.13440992828114,9.665591393436172,20.12340533488439,16.243670211845654,6.940388594121914,-12.156682251571075,5.2565220690436965,16.079879611248856,24.1219227677633,8.39624406171816
2016-01-09,18.188292088169682,44.00299312294976,51.50628269064992,9.372425529748394,20.214226375217702,6.553583031349677,26.334197872656095,5.449441323094714,32.450804108860886,26.362119704344657,11.626705699912419,9.997538253463805,19.280935896679832,16.746664024814827,-5.97330181338484,11.739260853459903,29.971660904485294,22.89301439129914,23.504713439584453,-inf,24.176055318355065,32.664645049836565,23.706875800053638,25.447390369048666,18.35649828374033,17.93801317938237,2.8091429398075896,20.392067308495225,20.3233961191378,29.761493750455443,19.472089060757643
2016-01-10,18.692531663771884,45.08000714980606,55.523130276809276,9.85706626200032,19.681441729024435,6.471181439236992,26.363668337973756,6.810617063502508,30.94488059790107,24.9329264726839,12.758233496066062,10.98206064005706,19.733492015204096,17.386651186506164,-6.425860493435728,13.759776459845638,26.732689042757627,24.449182813736094,26.014592728352937,-inf,25.01873335736377,29.644477140115,26.19599811934149,25.76473854068666,18.612669249328434,21.902219779656477,6.30114195992431,18.78182959009793,20.97092366077006,29.060062604821933,20.172279003501473
2016-01-11,19.7854112637095,44.777219662195805,55.66880549439155,10.129741349905816,19.57218471273246,8.001734429828897,25.90676965048638,11.08923407248774,30.268625406383855,29.804969030704804,13.266529695837262,10.739253194966379,20.48083705885949,19.577921307601606,2.0337651771186174,14.722465804644102,26.405061775723066,25.575119290869385,27.120425825045867,-inf,26.063942101731918,22.914975714311332,26.856496664137318,25.42992111142529,17.631615047498848,23.18687761064246,10.7946612959077,16.903297493515236,20.17259324960225,30.766041439488895,21.396278580603088
2016-01-12,20.415603868626146,41.962251024068046,54.96677099393913,11.236214290766554,18.840129821202822,11.83706914075143,25.274988851534086,17.677450949911556,25.968715921015917,32.49825320067518,13.48303774824757,10.412091887696876,21.540353184019647,21.587227604655563,10.774692144517536,15.67296399757839,26.552954673032005,23.57412736016892,27.859395727348918,-inf,24.294537876851425,24.345182794049265,26.655550956613816,21.378396858805147,16.87993545828666,23.00417525974277,6.970406896692684,11.201989125318027,16.98758373277898,30.177454343599823,22.414482572451124
2016-01-13,17.726153991412172,38.88337246908531,54.1400758668092,1.28157828804127,16.14628435857803,10.160267377796545,24.099128664866605,21.323132679543498,22.121722268152098,34.01631315848189,13.138737224141476,9.942547654207495,19.755256777841897,18.427736178783142,17.77819923304632,15.422003567262616,21.039087059131887,22.474570210693397,27.7806489372611,-inf,22.45479706471146,22.2845133349248,25.991678573270615,21.555503920838728,15.82531238559973,21.965586895189286,2.8873489128092293,5.317417320453007,15.086208221895687,29.077775434829867,19.000896650933356
2016-01-14,15.731469923973892,39.29882636872602,52.549452093443726,3.2994502829436176,12.610132079357278,10.83221190802992,21.772639000810955,28.649516800595098,16.302541197496137,34.02828725608236,12.488922783631045,9.024095307067538,18.97103304925882,14.797302760262415,30.790979261144034,13.871839800165658,15.827739663391704,21.400837309498424,27.242415532194205,-inf,21.62554245615453,21.8353014353369,26.436860892458032,20.828100535108984,13.994321820250926,20.024328696904263,4.78077375760677,5.015011050025973,11.949301395716528,29.221311319922112,17.104326747264377
2016-01-15,13.257246758350375,35.66753004155242,50.860150299872586,1.7050038301490766,6.562439088156864,8.092823741639009,21.501044948199972,26.869068367232984,13.845487824905081,30.871956154362145,13.20311196113481,8.756693311457683,17.289046041782246,11.040023761871025,31.703443123544123,13.722493606134448,11.051833596419337,20.810326593606003,25.767281078005865,-inf,19.879664746576072,25.65059627620369,26.34272228894173,20.328372413928562,13.384186592680253,18.60922639572977,10.817853464353318,-3.7668286160144677,7.530877393768019,27.96689223451432,16.370687883730696
2016-01-16,13.824534921617124,34.263799462779716,50.1735383538406,7.2482535469597975,10.040048623688067,11.0085186948696,22.01530430416234,32.07459676868361,16.527034847035516,25.932951293632904,11.168031253936899,8.909788119705631,16.593771428644086,11.717723952209335,37.10999461233308,13.278036439689735,9.78032543405431,20.48971711973437,25.452988201510834,-inf,20.868146463446944,25.759425537275927,26.257331395635507,22.11291905836428,13.549174403815723,17.83801254121941,14.921524272205048,-0.2295512789858809,3.3205508934047314,27.2823442136146,16.309025639466267
2016-01-17,14.10179124301558,32.00956875780182,48.63324380510181,7.426024092260533,10.264653541350107,12.563927767901767,20.04624254400476,32.19931312591506,16.8319131671673,28.52124057296081,12.07242004414716,8.786392500724064,17.366339744517482,12.932505740097938,37.90787661794411,11.870621150815595,11.420046597987064,20.14761662470927,24.8905931950022,-inf,21.545515845893938,25.785716439206496,26.020774638524287,20.841057504587404,13.571362770100116,17.110667395588607,15.238981284071732,-3.3689787398441853,1.6817918985020257,28.89279585885091,16.237992940977662
2016-01-18,14.257234486744757,30.25859009718907,48.33122449185972,6.861152847606397,10.085526641599865,11.771681989777278,22.08237818439917,30.808865380187285,16.583228383301922,19.87206358669456,11.919184589757146,8.369137851758053,16.34357309971146,13.78733871109403,33.31593829703817,11.540811661474324,10.684767344827284,19.673997506111792,24.97728535158485,-inf,20.855349173922182,27.646686762583343,25.614184106245176,20.55577451714856,13.513837322058874,16.92478357782577,15.322937021959193,0.5671217006415724,-0.9626908023679943,26.365894442206795,16.499955556308084
2016-01-19,14.633433537260368,28.290848327714222,47.55910448502688,11.86757916569329,12.452692011089715,10.902371088055038,22.80999972784212,26.551959810937703,19.526371123710135,23.48602726434982,10.766157071079551,8.653580205050911,14.222649239048774,14.340935836009677,30.00871358906326,11.459191203337003,8.359628488418494,20.845935635918163,24.744939582131654,57.44296177996814,22.921678226667204,30.475795968428486,26.225628312430622,20.562023981795452,14.06943054712088,17.646046582395027,21.027656388475673,2.226143564753452,-3.5087108207813267,26.42452649973096,16.820217660511663
2016-01-20,14.926626611994603,27.700191260101143,46.84471695681607,15.732949109296163,12.918863537420947,11.979208981145886,23.1688808234953,25.25510765228812,18.69804323478243,20.65251951789372,11.033985402913995,8.736134823642704,13.095375594482316,14.287899935364972,33.62383149679506,11.1110122315865,1.2691895476027077,21.892432408658795,25.04276988150537,71.69902719011489,23.403506475850705,22.885879483966153,26.471945253782152,20.73751552362071,14.158828450522162,17.66975540029246,22.84082669552188,7.337638456242409,-3.2071199752299573,26.850857715228965,17.61875766028894
2016-01-21,15.332818402225538,26.63125720464209,46.33488402964903,17.04651728257748,11.823613590588412,11.92102425384505,23.81583920789091,29.54320814648595,26.133560208210206,20.431840456027885,12.199586506804987,8.542869407498882,10.706413469605037,15.087388381791145,30.11933463877635,10.669173235465344,1.4151739466275899,23.06091922675187,24.726232874941626,79.1142438457215,22.6940301018405,33.285896713273715,24.50041198399829,22.436783681496756,14.229272134362295,17.860652263053538,13.743481325099276,8.75692059045184,0.2473107144762206,25.105189499134497,16.827933127689086
2016-01-22,17.95381074097386,29.86879264879435,47.91728546678204,19.643616985885863,16.33063891576248,16.025153072105407,24.32230659208325,33.14956047856977,31.311558082841856,26.44952175534373,10.860885653973321,8.918436891771707,12.72789657562489,18.109208083598485,34.11095672758099,11.618287999433377,9.785267411897985,23.62012397563304,25.897306807943863,86.11008569198573,26.179477287565874,30.96716953628397,25.702100632240786,25.53363583250283,15.07758712942058,18.729927699373526,19.378024607090108,16.375977339474453,5.331064824170269,26.606919339755397,18.38231684600314
2016-01-23,17.174979987039833,30.849827191178086,47.80883992687147,14.431228827100329,12.718284615966374,11.543142697678583,24.341595264809182,31.800087708118024,28.83996491448344,27.48899714931487,13.01997842034509,8.874169985201624,13.024231236505635,16.346897217608557,31.811483991164625,12.26379616282487,10.283225526806287,23.332473323619432,26.61799605375661,133.839485512073,25.845791632000527,32.87485492885992,25.5305056954512,24.89581882327248,15.255215373031817,17.801670143947213,5.985013342269133,14.319333032600504,9.024671492755038,25.883924561442285,18.492851811788118
2016-01-24,17.52648302058703,31.14762407847432,48.56721642917937,14.178286159102615,14.659628850177024,11.333075921939082,25.333094405970556,32.211920446768964,29.12706056287666,29.621182561271464,12.584891228827052,8.676788972612844,13.843142952372538,16.184985708802493,34.413303046365264,13.735955675920472,7.865978559326854,23.08241890662828,26.170707561174044,172.20034664148497,25.211087273416013,33.46881779350691,26.59377833858892,26.24223944530735,15.087900139694552,16.006789576507515,6.883192549511241,21.305519929789508,11.219537177967693,25.073921271412036,19.162607263566137
2016-01-25,17.250394982560984,32.804665626435444,48.786856574018515,14.130401689338726,15.090275957307878,11.848266157352656,23.175875744420914,31.297102736226144,26.533959760858284,42.800092135820535,13.221900893834357,9.337595346512696,14.326192033205087,15.118692511360448,32.00986252279167,14.50221624776641,7.579886835384636,24.094844141338488,26.25786962400461,178.37501387692018,25.118021698024474,33.61229155866142,27.10796344706211,26.10030444309142,14.76722306310653,15.703930642108752,8.731384429892382,17.882709102834617,14.69919057808459,25.29635265847128,19.342624772970364
